-1.302146222663569164e+00,-5.871016425350024104e-01,-9.610625055701045583e-02,-1.704186223236757947e+00,-4.947885714343323860e-02
7.834305730327023598e-01,1.138691731149838127e+00,1.252369036616988396e+00,-1.307341253956879057e-01,1.531550782878953854e+00
-1.791048750872725526e+00,1.347263589977953646e-01,-1.121510955059215275e+00,-1.775280723010040917e+00,2.997182026483408146e-01
5.642558050795922764e-01,2.608460385590034014e-01,9.684028445114759576e-01,-1.079868699231065321e+00,-2.643113924233147505e-01
1.387295786304121092e+00,-1.559934232333458404e+00,1.005690014544313726e+00,7.247408456646248220e-02,1.948549018928945331e-01
-1.280007306622325203e+00,-1.025577224904444584e+00,1.428446289631501998e+00,1.566805706728901793e-01,-4.305210909948359865e-01
-1.827685380755338818e+00,4.785996291080667486e-01,-7.541061012283123421e-01,5.480917194208859700e-01,1.985042983788860016e-01
-8.613880387224936985e-02,1.609316267401737610e+00,7.976970287623025291e-01,5.384263480430877546e-01,-1.252322341984566378e+00
1.404916309697156196e-01,1.308308687423807681e+00,-7.977090751968511639e-02,6.934930392054749516e-03,2.009603693133321378e-01
-1.176273455771728926e+00,-3.713739351411409206e-01,2.363367352911434072e-01,2.038740977286657152e+00,8.679207313061323426e-01
-5.329706978494052061e-01,-1.641346276364231971e-01,-2.360307435741922921e-01,9.885051971959518680e-02,-1.172238882978614338e+00
-1.124919540519329297e+00,-8.785228537651268432e-01,3.370639557159113564e-01,8.220950579161258320e-02,4.921016172993347704e-01
-1.054504964129058253e+00,3.382550414923655713e-01,-1.394885107512287892e+00,2.554337708411147378e-01,1.001277661974848243e+00
7.009076861793374080e-01,1.241134352447661460e+00,7.576489241548487463e-01,4.230620027601984523e-01,-4.627677177577551038e-01
1.237210066709682754e-01,9.180121181372772332e-01,-1.373712820261273171e+00,1.404383138756549965e+00,5.731645054123314376e-01
4.544281707295813599e-01,5.610437189509575040e-01,8.766238993161584725e-01,-3.745197881002721441e-01,3.809171570965862452e-01
